tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
We've accomplished so much as a movement—and it's thanks to the power of organizing.,https://t.co/9VIhARMNvL,http://t.co/9VIhARMNvL,https://twitter.com/BarackObama/status/763398857241747457,"Aug 10, 2016"
Judge Garland has now waited 146 days. That's shameful—and irresponsible. #DoYourJob,https://t.co/JaP7YUQyOV,http://t.co/JaP7YUQyOV,https://twitter.com/BarackObama/status/763116189220347904,"Aug 09, 2016"
Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented—and unacceptable:  #DoYourJob,https://t.co/G3HWlzCJx6,http://t.co/G3HWlzCJx6,https://twitter.com/BarackObama/status/763087754750078976,"Aug 09, 2016"
Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy.,https://t.co/oEPoijSThE,http://t.co/oEPoijSThE,https://twitter.com/BarackObama/status/763057114369527808,"Aug 09, 2016"
RT @WhiteHouse: Watch @POTUS and @FLOTUS share their favorite Olympic memories—and cheer on #TeamUSA:  …,https://t.co/p2YKF9yZhl,http://t.co/p2YKF9yZhl,https://twitter.com/BarackObama/status/763027045303451648,"Aug 09, 2016"
President Obama has done more to improve energy efficiency than any previous U.S. leader.  #ActOnClimate,https://t.co/RnYnwaopaG,http://t.co/RnYnwaopaG,https://twitter.com/BarackObama/status/762755371219816448,"Aug 08, 2016"
Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate.,https://t.co/EbM6XUrDRW,http://t.co/EbM6XUrDRW,https://twitter.com/BarackObama/status/762735405691133952,"Aug 08, 2016"
Show your support for bold action to fight climate change.  #ActOnClimate,https://t.co/DnEYpzMPrY,http://t.co/DnEYpzMPrY,https://twitter.com/BarackObama/status/762713352388812801,"Aug 08, 2016"
Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate,https://t.co/znuajZ6CmE,http://t.co/znuajZ6CmE,https://twitter.com/BarackObama/status/762690063310295040,"Aug 08, 2016"
These extreme records aren't a fluke—climate change is largely caused by human activity.  #ActOnClimate,https://t.co/vENHkR9Exl,http://t.co/vENHkR9Exl,https://twitter.com/BarackObama/status/762668769525178368,"Aug 08, 2016"
"""Team USA reminds the world why America always sets the gold standard."" —President Obama",https://t.co/N0gNxp5fEg,http://t.co/N0gNxp5fEg,https://twitter.com/BarackObama/status/762004621330178048,"Aug 06, 2016"
President Obama reflects on his experience as a feminist—and his hopes to continue building toward gender equality.,https://t.co/77Sy5Fi0kr,http://t.co/77Sy5Fi0kr,https://twitter.com/BarackObama/status/761671160497045505,"Aug 05, 2016"
RT @WhiteHouse: FACT: Wages are rising at the fastest pace in 7 years →  #JobsReport,https://t.co/C8P76lnNkb,http://t.co/C8P76lnNkb,https://twitter.com/BarackObama/status/761645476479311872,"Aug 05, 2016"
Today's jobs report underscores what we know to be true: America's economy is the strongest in the world.,https://t.co/iXJjuWeOB6,http://t.co/iXJjuWeOB6,https://twitter.com/BarackObama/status/761627476292407296,"Aug 05, 2016"
This is a good thing for American workers and businesses—but there's more work to do.,https://t.co/QGb6k0pwPr,http://t.co/QGb6k0pwPr,https://twitter.com/BarackObama/status/761605111395123200,"Aug 05, 2016"
Our economy is continuing its comeback. Let's keep up the progress.,https://t.co/qUPGBzkqQ5,http://t.co/qUPGBzkqQ5,https://twitter.com/BarackObama/status/761588285437251589,"Aug 05, 2016"
"The economy added 255,000 jobs in July—a record-breaking 77 months of private-sector job growth.",,,https://twitter.com/BarackObama/status/761570241772224512,"Aug 05, 2016"
It’s President Obama’s last birthday in office—​d​on’t forget to sign ​the card.,https://t.co/CLi4FB4WKp,http://t.co/CLi4FB4WKp,https://twitter.com/BarackObama/status/761328169353830401,"Aug 04, 2016"
Keep that smile going strong. Wish President Obama a happy 55th birthday today:,https://t.co/tSHQHvncPX,http://t.co/tSHQHvncPX,https://twitter.com/BarackObama/status/761290901742243841,"Aug 04, 2016"
Make President Obama's last birthday in office extra special. Sign the card:  #TBT,https://t.co/DgxEf3bhxa,http://t.co/DgxEf3bhxa,https://twitter.com/BarackObama/status/761256899111219201,"Aug 04, 2016"
The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate.,https://t.co/UBXPe98NUF,http://t.co/UBXPe98NUF,https://twitter.com/BarackObama/status/761235968338767874,"Aug 04, 2016"
One last birthday as Organizer-in-Chief. Help make it a good one—sign the card now:,https://t.co/B5SHzEgogW,http://t.co/B5SHzEgogW,https://twitter.com/BarackObama/status/761206224578674688,"Aug 04, 2016"
"Birthday game: stronger. 
Wish President Obama a happy 55th.",https://t.co/SXUywd7WiG,http://t.co/SXUywd7WiG,https://twitter.com/BarackObama/status/760981638146691073,"Aug 03, 2016"
"From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate.",https://t.co/aBMaZdrgGB,http://t.co/aBMaZdrgGB,https://twitter.com/BarackObama/status/760954131854917632,"Aug 03, 2016"
Don't sleep on this—the President's birthday is tomorrow. Sign the card now:,https://t.co/3WFStgOrZs,http://t.co/3WFStgOrZs,https://twitter.com/BarackObama/status/760929865403101184,"Aug 03, 2016"
Today is the one-year anniversary of the Clean Power Plan—show your support in the fight to #ActOnClimate.,https://t.co/0knkqAe3oE,http://t.co/0knkqAe3oE,https://twitter.com/BarackObama/status/760906837201784832,"Aug 03, 2016"
The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate,https://t.co/UDp2Ti5ji1,http://t.co/UDp2Ti5ji1,https://twitter.com/BarackObama/status/760885939816189953,"Aug 03, 2016"
Show President Obama some love on his 55th birthday—sign the birthday card.,https://t.co/Tzhrrxe07J,http://t.co/Tzhrrxe07J,https://twitter.com/BarackObama/status/760862102940549121,"Aug 03, 2016"
"Step 1: Sign President Obama's birthday card. 
Step 2: Celebrate.",https://t.co/h7pKIzy7cc,http://t.co/h7pKIzy7cc,https://twitter.com/BarackObama/status/760577537298665473,"Aug 02, 2016"
Senate leaders are weakening our highest court by refusing to vote on Judge Garland.  #DoYourJob,https://t.co/FPgZJBQKL5,http://t.co/FPgZJBQKL5,https://twitter.com/BarackObama/status/760562216475107328,"Aug 02, 2016"
It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob,https://t.co/IX6RxQ300I,http://t.co/IX6RxQ300I,https://twitter.com/BarackObama/status/760541150826541060,"Aug 02, 2016"
"Supreme Court seats: 9
Current number of Justices: 8
Number of hearings/votes on President Obama's nominee: 0",https://t.co/lpyEEkFhrf,http://t.co/lpyEEkFhrf,https://twitter.com/BarackObama/status/760515960314802177,"Aug 02, 2016"
44 is turning 55. Celebrate—sign the card.,https://t.co/608nLDOLP4,http://t.co/608nLDOLP4,https://twitter.com/BarackObama/status/760497425861648384,"Aug 02, 2016"
Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out.  #DoYourJob,https://t.co/7pWxq5J2DO,http://t.co/7pWxq5J2DO,https://twitter.com/BarackObama/status/760218269047361536,"Aug 01, 2016"
"The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob",https://t.co/HmgNHkz7e8,http://t.co/HmgNHkz7e8,https://twitter.com/BarackObama/status/760184673959981056,"Aug 01, 2016"
55? May be time for some new material. Join @OFA in wishing President Obama happy birthday.,https://t.co/oUxjlKyav0,http://t.co/oUxjlKyav0,https://twitter.com/BarackObama/status/760154914135740416,"Aug 01, 2016"
Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team.,https://t.co/bjY7c005w5,http://t.co/bjY7c005w5,https://twitter.com/BarackObama/status/760137543413182464,"Aug 01, 2016"
"""We all have to do our job. The President has done his. Senate Republicans must do theirs."" —@VP Biden  #DoYourJob",https://t.co/QxhI589Zdv,http://t.co/QxhI589Zdv,https://twitter.com/BarackObama/status/759463243005894656,"Jul 30, 2016"
🎶 Sign the card and wish President Obama a happy birthday. 🎶,https://t.co/NgkIZGXHbc,http://t.co/NgkIZGXHbc,https://twitter.com/BarackObama/status/759442520866746368,"Jul 30, 2016"
"In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy.",https://t.co/QxhI58rAC5,http://t.co/QxhI58rAC5,https://twitter.com/BarackObama/status/759428246446497792,"Jul 30, 2016"
"Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland.",https://t.co/xiGIdD2Ask,http://t.co/xiGIdD2Ask,https://twitter.com/BarackObama/status/759121818758373376,"Jul 29, 2016"
Add your name if you think the Supreme Court is no place for partisan political games:  #DoYourJob,https://t.co/sK8BDevFue,http://t.co/sK8BDevFue,https://twitter.com/BarackObama/status/759102500343537664,"Jul 29, 2016"
It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end.,https://t.co/0P8jRkYUCq,http://t.co/0P8jRkYUCq,https://twitter.com/BarackObama/status/759081698676056064,"Jul 29, 2016"
Help President Obama celebrate his 55th birthday by signing @OFA's card today:,https://t.co/nr2aVrgt7C,http://t.co/nr2aVrgt7C,https://twitter.com/BarackObama/status/759058522453659653,"Jul 29, 2016"
Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now:,https://t.co/sDgDkRxb6W,http://t.co/sDgDkRxb6W,https://twitter.com/BarackObama/status/758764251683008513,"Jul 28, 2016"
"Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate.",https://t.co/hpHjwknx3v,http://t.co/hpHjwknx3v,https://twitter.com/BarackObama/status/758749275685658624,"Jul 28, 2016"
Fighting for progress never goes out of style. Get your @OFA Classic Tee:,https://t.co/BeG8Ro7HAH,http://t.co/BeG8Ro7HAH,https://twitter.com/BarackObama/status/758707416384937984,"Jul 28, 2016"
It's time to offer serious solutions on how to build on #Obamacare's progress—not take it away.,https://t.co/rw69A5Jybh,http://t.co/rw69A5Jybh,https://twitter.com/BarackObama/status/758686303298826240,"Jul 28, 2016"
"We've made a lot of progress, but there's still more work to do.",https://t.co/CjniZ7ZTTn,http://t.co/CjniZ7ZTTn,https://twitter.com/BarackObama/status/758386214428815360,"Jul 27, 2016"
"Thanks to #Obamacare, millions of Americans have gained the coverage they need. Say you're proud.",https://t.co/cDHxzoPFFk,http://t.co/cDHxzoPFFk,https://twitter.com/BarackObama/status/758352251165388800,"Jul 27, 2016"
"Six years later, and Republican leaders still have no credible #Obamacare alternative.",https://t.co/Y6yMqo4bEe,http://t.co/Y6yMqo4bEe,https://twitter.com/BarackObama/status/758325664541925376,"Jul 27, 2016"
It's the mark of the movement—wear it proud. Get yours today:,https://t.co/9EWLm1eEOB,http://t.co/9EWLm1eEOB,https://twitter.com/BarackObama/status/758037460282515456,"Jul 26, 2016"
Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable.,https://t.co/So0px3M6pr,http://t.co/So0px3M6pr,https://twitter.com/BarackObama/status/758025591618539520,"Jul 26, 2016"
Let's be clear: #Obamacare is working and helping millions of Americans.,https://t.co/OVZqdsjkOn,http://t.co/OVZqdsjkOn,https://twitter.com/BarackObama/status/758007980856004608,"Jul 26, 2016"
97 percent of climate scientists agree—climate change is real and man-made. Stand up for bold action:  #ActOnClimate,https://t.co/F0IC4JUfn1,http://t.co/F0IC4JUfn1,https://twitter.com/BarackObama/status/757975090126426114,"Jul 26, 2016"
"It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate",https://t.co/OeUW6YqvLc,http://t.co/OeUW6YqvLc,https://twitter.com/BarackObama/status/757956961727950848,"Jul 26, 2016"
Add your name if you think we need common-sense legislation to prevent gun violence.  #DisarmHate,https://t.co/u5ACT4qt8v,http://t.co/u5ACT4qt8v,https://twitter.com/BarackObama/status/757689145745481728,"Jul 25, 2016"
Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate,https://t.co/n46r7RDnQI,http://t.co/n46r7RDnQI,https://twitter.com/BarackObama/status/757675238809178112,"Jul 25, 2016"
"RT @FactsOnClimate: Announcing the sequel to the #ParisAgreement — ""the most significant action this year"" to reduce global warming: https:…",,,https://twitter.com/BarackObama/status/757658599254401024,"Jul 25, 2016"
Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy.,https://t.co/tnioCrRvkC,http://t.co/tnioCrRvkC,https://twitter.com/BarackObama/status/757637147381731328,"Jul 25, 2016"
Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob,https://t.co/H5EWm5gQug,http://t.co/H5EWm5gQug,https://twitter.com/BarackObama/status/757621964311715840,"Jul 25, 2016"
The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.,,,https://twitter.com/BarackObama/status/757605228313096192,"Jul 25, 2016"
"""Our economy is stronger today than it was before the crisis."" —President Obama",https://t.co/u441ol4m3B,http://t.co/u441ol4m3B,https://twitter.com/BarackObama/status/756910260955193345,"Jul 23, 2016"
"In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform.",https://t.co/u441ol4m3B,http://t.co/u441ol4m3B,https://twitter.com/BarackObama/status/756883795169521664,"Jul 23, 2016"
Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy:,https://t.co/aYkFs9IzS7,http://t.co/aYkFs9IzS7,https://twitter.com/BarackObama/status/756529665087451136,"Jul 22, 2016"
A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob,https://t.co/dFjboU0TYX,http://t.co/dFjboU0TYX,https://twitter.com/BarackObama/status/756509973048287232,"Jul 22, 2016"
Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more:,https://t.co/GTDwZu2lNT,http://t.co/GTDwZu2lNT,https://twitter.com/BarackObama/status/756229824075603968,"Jul 21, 2016"
Our economy is making real progress.,https://t.co/xBgqyYEoG0,http://t.co/xBgqyYEoG0,https://twitter.com/BarackObama/status/756205480326799361,"Jul 21, 2016"
"By almost every economic measure, our economy is better off than it was eight years ago.",https://t.co/iWSkzgSIkG,http://t.co/iWSkzgSIkG,https://twitter.com/BarackObama/status/756185920663986180,"Jul 21, 2016"
America’s businesses have created more than 14 million new private-sector jobs over 76 straight months.,https://t.co/e4a5X2bv0j,http://t.co/e4a5X2bv0j,https://twitter.com/BarackObama/status/756156617716928512,"Jul 21, 2016"
"For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now.",https://t.co/Ps1Dk0Asqx,http://t.co/Ps1Dk0Asqx,https://twitter.com/BarackObama/status/755848347659874304,"Jul 20, 2016"
"RT @WhiteHouse: FACT: Since @POTUS took office more than 50,000 workers have been trained to enter the solar industry #ActOnClimate https:/…",,,https://twitter.com/BarackObama/status/755817993637027840,"Jul 20, 2016"
Make your voice heard: The Senate must fill the vacancy on the Supreme Court.  #DoYourJob,https://t.co/GguLMpuUkq,http://t.co/GguLMpuUkq,https://twitter.com/BarackObama/status/755788909213208576,"Jul 20, 2016"
Today marks 125 days since Judge Garland's nomination—the longest time in history from nomination to confirmation.,https://t.co/9qff6NdrmR,http://t.co/9qff6NdrmR,https://twitter.com/BarackObama/status/755434595256901632,"Jul 19, 2016"
Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more:,https://t.co/IArYejb7bN,http://t.co/IArYejb7bN,https://twitter.com/BarackObama/status/755140916411666432,"Jul 18, 2016"
The majority of Americans believe Judge Garland should get a fair hearing—add your name if you agree.  #DoYourJob,https://t.co/mkmVF9JsZW,http://t.co/mkmVF9JsZW,https://twitter.com/BarackObama/status/755111207279792128,"Jul 18, 2016"
Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy:  #DoYourJob,https://t.co/CdCsAdSJlB,http://t.co/CdCsAdSJlB,https://twitter.com/BarackObama/status/755080309905862657,"Jul 18, 2016"
Happening now: President Obama is delivering a statement on the shooting in Baton Rouge.,https://t.co/51KA2cvfHk,http://t.co/51KA2cvfHk,https://twitter.com/BarackObama/status/754783642933616640,"Jul 17, 2016"
Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception.,https://t.co/0UeX55Gijc,http://t.co/0UeX55Gijc,https://twitter.com/BarackObama/status/754027396131491840,"Jul 15, 2016"
Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC:,https://t.co/TeFybh04PX,http://t.co/TeFybh04PX,https://twitter.com/BarackObama/status/753702652060442624,"Jul 14, 2016"
Stay in touch with the latest news—join the @OFA Truth Team:,https://t.co/7KhfzVgngW,http://t.co/7KhfzVgngW,https://twitter.com/BarackObama/status/753658746849505280,"Jul 14, 2016"
Check out @VP Biden on the Supreme Court vacancy and Senate Republicans’ continued obstruction.  #DoYourJob,https://t.co/HY8W77Ky1J,http://t.co/HY8W77Ky1J,https://twitter.com/BarackObama/status/753626880947818497,"Jul 14, 2016"
Watch President Obama deliver remarks at the #DallasMemorial service yesterday.,https://t.co/BHIQTdnIDr,http://t.co/BHIQTdnIDr,https://twitter.com/BarackObama/status/753262046817325056,"Jul 13, 2016"
President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas.,https://t.co/10WxYmaIke,http://t.co/10WxYmaIke,https://twitter.com/BarackObama/status/752937383461433344,"Jul 12, 2016"
"At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas.",https://t.co/mSqpIVvZzZ,http://t.co/mSqpIVvZzZ,https://twitter.com/BarackObama/status/752910203213930496,"Jul 12, 2016"
"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" —@POTUS on last night's attack in #Dallas: https://t…",,,https://twitter.com/BarackObama/status/751428889348493312,"Jul 08, 2016"
"RT @WhiteHouse: At 6:35pm ET, @POTUS will speak on the reports of police shootings in Louisiana and Minnesota. Tune in: …",https://t.co/h292HS,http://t.co/h292HS,https://twitter.com/BarackObama/status/751178271459463168,"Jul 07, 2016"
Happy Fourth of July.,https://t.co/AQHiti7Yye,http://t.co/AQHiti7Yye,https://twitter.com/BarackObama/status/749996528186646537,"Jul 04, 2016"
"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel."" —President Obama",,,https://twitter.com/BarackObama/status/749683934548619264,"Jul 03, 2016"
Watch President Obama share a #FourthOfJuly message in the weekly address.,https://t.co/7S5VzgA4OM,http://t.co/7S5VzgA4OM,https://twitter.com/BarackObama/status/749257791932657664,"Jul 02, 2016"
Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them?,https://t.co/y5zGBXLvZZ,http://t.co/y5zGBXLvZZ,https://twitter.com/BarackObama/status/748998123737849856,"Jul 01, 2016"
"Nationwide, editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland.",https://t.co/y7tYvcyILv,http://t.co/y7tYvcyILv,https://twitter.com/BarackObama/status/748983030149099520,"Jul 01, 2016"
Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.,,,https://twitter.com/BarackObama/status/748958754020790272,"Jul 01, 2016"
Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.,,,https://twitter.com/BarackObama/status/748957408878211072,"Jul 01, 2016"
Don't let the facts get drowned out. Join the OFA Truth Team today:,https://t.co/RgBRNLYdYl,http://t.co/RgBRNLYdYl,https://twitter.com/BarackObama/status/748928742106488833,"Jul 01, 2016"
"Since #Obamacare passed, health care spending has been slowing—and the uninsured rate is down to an all-time low.",https://t.co/DV3FT10f7M,http://t.co/DV3FT10f7M,https://twitter.com/BarackObama/status/748907986563792897,"Jul 01, 2016"
Quick—you're running out of time to chip in before the fundraising deadline.,https://t.co/1c3ejYu2WB,http://t.co/1c3ejYu2WB,https://twitter.com/BarackObama/status/748706505898266624,"Jul 01, 2016"
"We can do more than thoughts, prayers, and moments of silence. Add your voice to call on Congress to #DisarmHate.",https://t.co/6CiFxUwwD7,http://t.co/6CiFxUwwD7,https://twitter.com/BarackObama/status/748668917292347393,"Jul 01, 2016"
Stretch it out and get ready—the fundraising deadline is tonight.,https://t.co/Ke22u7JHCa,http://t.co/Ke22u7JHCa,https://twitter.com/BarackObama/status/748635923672231937,"Jun 30, 2016"
An overwhelming majority of Americans agree—Congress needs to act. #DisarmHate,https://t.co/JuVv8MrEaO,http://t.co/JuVv8MrEaO,https://twitter.com/BarackObama/status/748599234652413952,"Jun 30, 2016"
Reach out and help build this movement—pitch in:,https://t.co/71qtnqx0Xj,http://t.co/71qtnqx0Xj,https://twitter.com/BarackObama/status/748574303252209664,"Jun 30, 2016"
"After Monday's #SCOTUS ruling, more unconstitutional restrictions on women's reproductive rights are falling.",https://t.co/q6D3sbHEpq,http://t.co/q6D3sbHEpq,https://twitter.com/BarackObama/status/748540238109118464,"Jun 30, 2016"
Add your name if you agree: Climate change is real and it's going to take global action to tackle it.  #ActOnClimate,https://t.co/HC4QGNDFWC,http://t.co/HC4QGNDFWC,https://twitter.com/BarackObama/status/748282545674977281,"Jun 29, 2016"
A new historic goal in the fight to #ActOnClimate.,https://t.co/sAu2fHdxAb,http://t.co/sAu2fHdxAb,https://twitter.com/BarackObama/status/748264084710133760,"Jun 29, 2016"
Speak up and demand that Congress act on gun violence prevention:  #DisarmHate,https://t.co/pA6IzzIE5A,http://t.co/pA6IzzIE5A,https://twitter.com/BarackObama/status/747861162591608832,"Jun 28, 2016"
Enough has been enough for a long time. Congress needs to vote on sensible gun legislation now. #DisarmHate,https://t.co/twRQQnTBvK,http://t.co/twRQQnTBvK,https://twitter.com/BarackObama/status/747846081241718785,"Jun 28, 2016"
"Congratulations to D.C., and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage.",https://t.co/7cXBVUFCmn,http://t.co/7cXBVUFCmn,https://twitter.com/BarackObama/status/747830720387682304,"Jun 28, 2016"
"""She outworked her rivals ... and became a role model to millions of Americans—including our two daughters."" —President Obama on Pat Summitt",,,https://twitter.com/BarackObama/status/747815714447233024,"Jun 28, 2016"
You don't need super powers to help push progress forward. Chip in today:,https://t.co/yCxp5APr5E,http://t.co/yCxp5APr5E,https://twitter.com/BarackObama/status/747536098306326529,"Jun 27, 2016"
RT @SecretaryJewell: Today we celebrate Stonewall National Monument & all those who made the 1st LGBT monument possible.SJ #FindYourPark ht…,,,https://twitter.com/BarackObama/status/747529470026780672,"Jun 27, 2016"
Today's #SCOTUS ruling reaffirms that every woman has a right to make her own reproductive choices.,https://t.co/uvgc9MgX3e,http://t.co/uvgc9MgX3e,https://twitter.com/BarackObama/status/747513577330769920,"Jun 27, 2016"
Say you'll keep fighting to protect a woman's right to make her own reproductive choices.,https://t.co/pkbjaxm9wO,http://t.co/pkbjaxm9wO,https://twitter.com/BarackObama/status/747493475210264576,"Jun 27, 2016"
The Supreme Court just struck down Texas' overly restrictive abortion laws—a win for women's reproductive rights.,https://t.co/DMDwVnq6Vt,http://t.co/DMDwVnq6Vt,https://twitter.com/BarackObama/status/747474265176309760,"Jun 27, 2016"
RT @PPact: This is a win for Texans & women across the country who need access to abortion.  #MyDecision https://t.c…,https://t.co/UEatutANNk,http://t.co/UEatutANNk,https://twitter.com/BarackObama/status/747450365902131200,"Jun 27, 2016"
Love only wins when people like you stand up and fight for it. Are you in?  #LoveIsLove,https://t.co/bHtizDnaTY,http://t.co/bHtizDnaTY,https://twitter.com/BarackObama/status/747226359211098112,"Jun 27, 2016"
We must keep working toward an America free from discrimination against LGBT individuals. #LoveIsLove,https://t.co/YxdiL21fIl,http://t.co/YxdiL21fIl,https://twitter.com/BarackObama/status/747209323303026688,"Jun 26, 2016"
President Obama designates the first national monument honoring the LGBT rights movement.  #LoveIsLove,https://t.co/vpPSEnyXV6,http://t.co/vpPSEnyXV6,https://twitter.com/BarackObama/status/747190986183446528,"Jun 26, 2016"
Wear your love with pride.  #LoveIsLove,https://t.co/6863wUsjbn,http://t.co/6863wUsjbn,https://twitter.com/BarackObama/status/747174352274202624,"Jun 26, 2016"
"""We can’t rest. We’ve got to keep pushing for equality and acceptance and tolerance."" —President Obama",https://t.co/qJOqlrn0HP,http://t.co/qJOqlrn0HP,https://twitter.com/BarackObama/status/747152944047362049,"Jun 26, 2016"
Marriage equality is one year old. But we still have a long way to go for full equality. #LoveIsLove,https://t.co/nwM1XFHKzG,http://t.co/nwM1XFHKzG,https://twitter.com/BarackObama/status/747124730126282752,"Jun 26, 2016"
Stand in solidarity with LGBT Americans—add your name.  #LoveIsLove,https://t.co/1gGugHitl1,http://t.co/1gGugHitl1,https://twitter.com/BarackObama/status/747066897917685760,"Jun 26, 2016"
We've made enormous progress toward full equality for LGBT Americans. Let's keep it going. #LoveIsLove,https://t.co/x4mTOKQSiP,http://t.co/x4mTOKQSiP,https://twitter.com/BarackObama/status/746815469726765056,"Jun 25, 2016"
"In the weekly address, President Obama discusses the Stonewall Inn's significance and the ongoing push for progress:",https://t.co/FVKkSnnuCt,http://t.co/FVKkSnnuCt,https://twitter.com/BarackObama/status/746783589312888832,"Jun 25, 2016"
Take a look: @VP Biden discusses what 4-4 decisions—like yesterday's on immigration—mean for our country.,https://t.co/y6FXMAEzzd,http://t.co/y6FXMAEzzd,https://twitter.com/BarackObama/status/746481901075046405,"Jun 24, 2016"
"From gun violence prevention to LGBT rights, this grassroots movement is fighting for progress. Show your support:",https://t.co/wc9gPY0h3G,http://t.co/wc9gPY0h3G,https://twitter.com/BarackObama/status/746450966183022593,"Jun 24, 2016"
"""Stonewall will be our first national monument to tell the story of the struggle for LGBT rights."" —President Obama",https://t.co/PhswSyKsub,http://t.co/PhswSyKsub,https://twitter.com/BarackObama/status/746432173977239553,"Jun 24, 2016"
"A few words used by leading legal minds to describe Judge Garland:
Phenomenal
Exceptionally bright
Fair-minded",https://t.co/BqmzlabZlZ,http://t.co/BqmzlabZlZ,https://twitter.com/BarackObama/status/746411439666036737,"Jun 24, 2016"
Think the Senate should give Judge Garland a fair hearing? Add your voice:  #DoYourJob,https://t.co/iFQlY95TGt,http://t.co/iFQlY95TGt,https://twitter.com/BarackObama/status/746385404841058304,"Jun 24, 2016"
"Because Senate leaders refuse to do their jobs, the Supreme Court cannot properly do its job. #DoYourJob",https://t.co/DvqUdLN2pA,http://t.co/DvqUdLN2pA,https://twitter.com/BarackObama/status/746365522292408320,"Jun 24, 2016"
Speak up and demand that Congress act on gun violence prevention:  #DisarmHate,https://t.co/Mo8ulIwRZg,http://t.co/Mo8ulIwRZg,https://twitter.com/BarackObama/status/746106163414982656,"Jun 23, 2016"
Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence. #DisarmHate,https://t.co/X2uYxbJSs0,http://t.co/X2uYxbJSs0,https://twitter.com/BarackObama/status/746086073361543168,"Jun 23, 2016"
"Our immigration system is broken, and we need Congress for a long-term solution—speak up for #ImmigrationAction:",https://t.co/apx4e9xPmN,http://t.co/apx4e9xPmN,https://twitter.com/BarackObama/status/746050114792218624,"Jun 23, 2016"
"RT @WhiteHouse: Watch → @POTUS on why today's #SCOTUS decision sets us back even further
on immigration reform:",https://t.co/kdrhQQbPiS,http://t.co/kdrhQQbPiS,https://twitter.com/BarackObama/status/746033742972592128,"Jun 23, 2016"
LIVE: President Obama is speaking about today's Supreme Court immigration ruling.  #ImmigrationAction,https://t.co/65QpzfLGS3,http://t.co/65QpzfLGS3,https://twitter.com/BarackObama/status/746008225020059648,"Jun 23, 2016"
We need more than moments of silence. We need action. And that's what's going on in the House now:  #NoBillNoBreak,https://t.co/L9m0dSfipA,http://t.co/L9m0dSfipA,https://twitter.com/BarackObama/status/745791074958991360,"Jun 23, 2016"
"RT @VP: Always the keeper of the nation's conscience at times of challenge and controversy. Thank you, John Lewis.",https://t.co/D9CW2A3a2B,http://t.co/D9CW2A3a2B,https://twitter.com/BarackObama/status/745746462403792896,"Jun 22, 2016"
